Gene_ID_PB,DOZI_regulated?
PBANKA_1121100,NO
PBANKA_1203700,NO
PBANKA_1220500,NO
PBANKA_1118500,NO
PBANKA_1307300,NO
PBANKA_1012100,NO
PBANKA_0614800,NO
PBANKA_1104300,NO
PBANKA_1201200,NO
PBANKA_0913800,NO
PBANKA_1021700,NO
PBANKA_0942900,NO
PBANKA_1332600,NO
PBANKA_0210000,NO
PBANKA_1114900,NO
PBANKA_0622600,NO
PBANKA_0836200,NO
PBANKA_0516500,NO
PBANKA_1319200,NO
PBANKA_0501100,NO
PBANKA_0302000,NO
PBANKA_1446100,NO
PBANKA_0414000,NO
PBANKA_0712300,NO
PBANKA_0108200,NO
PBANKA_1245900,NO
PBANKA_1130400,NO
PBANKA_0409200,NO
PBANKA_0103900,NO
PBANKA_1032300,NO
PBANKA_0315600,NO
PBANKA_0612800,NO
PBANKA_0809600,NO
PBANKA_1223000,NO
PBANKA_0307400,NO
PBANKA_0310800,NO
PBANKA_0205400,NO
PBANKA_0521261,NO
PBANKA_1319000,YES
PBANKA_1435500,NO
PBANKA_1344100,NO
PBANKA_1451100,NO
PBANKA_1209800,NO
PBANKA_0312400,NO
PBANKA_1130500,NO
PBANKA_0211500,NO
PBANKA_0415400,NO
PBANKA_0909900,NO
PBANKA_1106400,NO
PBANKA_0610800,NO
PBANKA_1305300,NO
PBANKA_1415100,NO
PBANKA_0417300,NO
PBANKA_1455200,NO
PBANKA_0908100,NO
PBANKA_0202500,NO
PBANKA_1035100,NO
PBANKA_0815700,YES
PBANKA_0940900,NO
PBANKA_0607300,NO
PBANKA_1452600,NO
PBANKA_0614500,NO
PBANKA_1018100,YES
PBANKA_1315500,NO
PBANKA_0401600,NO
PBANKA_1347000,NO
PBANKA_1348300,NO
PBANKA_1352100,NO
PBANKA_0304000,NO
PBANKA_0828000,NO
PBANKA_1119700,NO
PBANKA_0718400,NO
PBANKA_1205200,NO
PBANKA_0402900,NO
PBANKA_0924200,NO
PBANKA_1101600,NO
PBANKA_1311800,NO
PBANKA_1418900,YES
PBANKA_0304800,NO
PBANKA_0831900,NO
PBANKA_1009300,NO
PBANKA_1037100,NO
PBANKA_1224700,NO
PBANKA_0303300,NO
PBANKA_1029900,NO
PBANKA_1118200,NO
PBANKA_0612600,NO
PBANKA_0929900,NO
PBANKA_1223100,NO
PBANKA_1417600,NO
PBANKA_0701700,NO
PBANKA_1309400,NO
PBANKA_0615400,NO
PBANKA_0409800,NO
PBANKA_1458800,NO
PBANKA_1341500,NO
PBANKA_0914100,NO
PBANKA_0931500,YES
PBANKA_1213600,NO
PBANKA_1037300,NO
PBANKA_1443900,NO
PBANKA_0621500,NO
PBANKA_1234000,NO
PBANKA_1207000,NO
PBANKA_1238200,NO
PBANKA_1220800,NO
PBANKA_1456200,NO
PBANKA_1242500,NO
PBANKA_0821500,NO
PBANKA_0930700,NO
PBANKA_1023000,NO
PBANKA_1036300,NO
PBANKA_1332700,NO
PBANKA_1024000,NO
PBANKA_0825300,NO
PBANKA_0621600,NO
PBANKA_1415000,NO
PBANKA_1356300,NO
PBANKA_0833100,NO
PBANKA_0929600,NO
PBANKA_1101400,NO
PBANKA_1403500,NO
PBANKA_1330300,NO
PBANKA_0834900,NO
PBANKA_1352300,NO
PBANKA_0812600,NO
PBANKA_0109800,NO
PBANKA_1121800,NO
PBANKA_1134300,NO
PBANKA_1402500,NO
PBANKA_0808200,NO
PBANKA_0700700,NO
PBANKA_0524200,NO
PBANKA_1438100,NO
PBANKA_1309700,NO
PBANKA_1334700,YES
PBANKA_1361600,NO
PBANKA_0706700,YES
PBANKA_0801700,NO
PBANKA_1303000,NO
PBANKA_1002800,NO
PBANKA_1222600,NO
PBANKA_1126200,NO
PBANKA_0502650,NO
PBANKA_1244200,NO
PBANKA_1118400,NO
PBANKA_1438000,NO
PBANKA_1114000,NO
PBANKA_1036400,NO
PBANKA_0941600,NO
PBANKA_1408200,NO
PBANKA_0832600,NO
PBANKA_1312200,NO
PBANKA_0802900,YES
PBANKA_1245300,NO
PBANKA_0713100,NO
PBANKA_1013500,NO
PBANKA_0831200,NO
PBANKA_0834400,NO
PBANKA_0314300,NO
PBANKA_0806100,NO
PBANKA_1433300,NO
PBANKA_0418200,YES
PBANKA_0313300,NO
PBANKA_0831100,NO
PBANKA_1211500,NO
PBANKA_0712800,NO
PBANKA_0502200,NO
PBANKA_0207600,NO
PBANKA_1145400,NO
PBANKA_1352700,NO
PBANKA_0601100,NO
PBANKA_1144700,NO
PBANKA_0311200,NO
PBANKA_1233600,YES
PBANKA_1306200,NO
PBANKA_1001600,NO
PBANKA_1417500,NO
PBANKA_1312800,NO
PBANKA_0925000,NO
PBANKA_1110200,YES
PBANKA_1217700,NO
PBANKA_0902300,NO
PBANKA_0720300,NO
PBANKA_0308500,NO
PBANKA_1113900,NO
PBANKA_0924300,NO
PBANKA_1219500,NO
PBANKA_0502000,NO
PBANKA_1103500,NO
PBANKA_1445700,NO
PBANKA_0401000,NO
PBANKA_MIT01800,NO
PBANKA_0703100,NO
PBANKA_1245200,YES
PBANKA_1101800,NO
PBANKA_1116500,NO
PBANKA_1443400,NO
PBANKA_1448800,NO
PBANKA_0207500,NO
PBANKA_0919900,NO
PBANKA_1243400,NO
PBANKA_1349600,NO
PBANKA_0824900,NO
PBANKA_0519400,NO
PBANKA_0511200,NO
PBANKA_0208700,NO
PBANKA_1235900,NO
PBANKA_0612200,NO
PBANKA_1426400,NO
PBANKA_1340400,NO
PBANKA_1216900,YES
PBANKA_1211000,NO
PBANKA_1307800,NO
PBANKA_1144000,NO
PBANKA_0912700,NO
PBANKA_1400400,NO
PBANKA_1454100,NO
PBANKA_1027100,NO
PBANKA_0102600,NO
PBANKA_0721700,NO
PBANKA_0413500,NO
PBANKA_0918800,NO
PBANKA_1238900,NO
PBANKA_1323800,YES
PBANKA_0310000,YES
PBANKA_1438200,NO
PBANKA_1012500,NO
PBANKA_0815100,NO
PBANKA_0834300,NO
PBANKA_0414400,NO
PBANKA_0903900,NO
PBANKA_1118000,NO
PBANKA_0719400,NO
PBANKA_1032100,NO
PBANKA_0909200,NO
PBANKA_0604100,NO
PBANKA_0610200,NO
PBANKA_1104100,YES
PBANKA_1317500,NO
PBANKA_0803500,NO
PBANKA_0925500,NO
PBANKA_0718900,NO
PBANKA_0817200,NO
PBANKA_1405200,NO
PBANKA_0602000,NO
PBANKA_0700761,NO
PBANKA_0938600,NO
PBANKA_0920600,NO
PBANKA_0703300,YES
PBANKA_0619900,NO
PBANKA_0910700,NO
PBANKA_1120100,NO
PBANKA_0623000,NO
PBANKA_1216800,NO
PBANKA_1145100,NO
PBANKA_1209400,NO
PBANKA_1443700,NO
PBANKA_1239800,NO
PBANKA_1302200,NO
PBANKA_1443000,NO
PBANKA_0311400,YES
PBANKA_1105100,NO
PBANKA_0600351,NO
PBANKA_0314200,NO
PBANKA_0500700,NO
PBANKA_0927000,NO
PBANKA_1308200,YES
PBANKA_1411800,NO
PBANKA_1233100,NO
PBANKA_0102900,NO
PBANKA_0101500,NO
PBANKA_0416300,NO
PBANKA_1432400,NO
PBANKA_1011200,NO
PBANKA_0711200,NO
PBANKA_0911400,NO
PBANKA_1307000,NO
PBANKA_1459400,NO
PBANKA_1334100,NO
PBANKA_1114600,NO
PBANKA_1218900,NO
PBANKA_0208900,NO
PBANKA_1120000,NO
PBANKA_1203400,NO
PBANKA_0213500,NO
PBANKA_1351200,NO
PBANKA_0603300,YES
PBANKA_1008700,NO
PBANKA_1428100,NO
PBANKA_1035600,NO
PBANKA_0616800,NO
PBANKA_0411950,NO
PBANKA_1303300,NO
PBANKA_1315700,NO
PBANKA_1434100,NO
PBANKA_1231100,NO
PBANKA_0509100,NO
PBANKA_1463100,NO
PBANKA_1351000,NO
PBANKA_1133700,NO
PBANKA_1402000,NO
PBANKA_1349900,NO
PBANKA_1455300,NO
PBANKA_1020300,NO
PBANKA_1461800,NO
PBANKA_1224900,NO
PBANKA_1027800,NO
PBANKA_0830000,NO
PBANKA_0930100,NO
PBANKA_1229900,YES
PBANKA_1441900,NO
PBANKA_0919000,NO
PBANKA_1450300,NO
PBANKA_1307500,NO
PBANKA_1018700,NO
PBANKA_1444700,NO
PBANKA_0212700,NO
PBANKA_1128200,NO
PBANKA_1212300,NO
PBANKA_1342300,NO
PBANKA_0905800,NO
PBANKA_0925900,NO
PBANKA_1435300,NO
PBANKA_1240100,YES
PBANKA_1010200,NO
PBANKA_1325300,NO
PBANKA_1115500,NO
PBANKA_1423700,YES
PBANKA_0913000,NO
PBANKA_0800900,NO
PBANKA_1023600,NO
PBANKA_1135600,NO
PBANKA_1408900,NO
PBANKA_0107400,NO
PBANKA_1308900,NO
PBANKA_0715900,NO
PBANKA_1139100,NO
PBANKA_1223500,NO
PBANKA_1442500,NO
PBANKA_1445900,NO
PBANKA_1115700,NO
PBANKA_1439300,NO
PBANKA_1314700,NO
PBANKA_1405600,NO
PBANKA_0717900,YES
PBANKA_1402600,NO
PBANKA_1358700,NO
PBANKA_1365400,NO
PBANKA_1234900,NO
PBANKA_0832900,NO
PBANKA_1022100,NO
PBANKA_1329800,NO
PBANKA_0813300,YES
PBANKA_1348800,NO
PBANKA_0214000,NO
PBANKA_0901800,NO
PBANKA_1204900,NO
PBANKA_0937100,NO
PBANKA_0208100,NO
PBANKA_1449500,NO
PBANKA_0417900,NO
PBANKA_0819700,NO
PBANKA_0721100,NO
PBANKA_0940100,NO
PBANKA_1010600,NO
PBANKA_1350600,NO
PBANKA_0937500,NO
PBANKA_1444000,NO
PBANKA_0913900,NO
PBANKA_1410400,NO
PBANKA_1009600,NO
PBANKA_1330200,NO
PBANKA_1427200,NO
PBANKA_0315400,NO
PBANKA_0835500,NO
PBANKA_1457500,NO
PBANKA_1143000,NO
PBANKA_0916100,NO
PBANKA_1323400,NO
PBANKA_1336400,NO
PBANKA_1129400,NO
PBANKA_1452200,NO
PBANKA_1223300,YES
PBANKA_0411600,NO
PBANKA_1458000,YES
PBANKA_1463800,NO
PBANKA_0908200,NO
PBANKA_0800700,NO
PBANKA_1301300,NO
PBANKA_0705100,NO
PBANKA_1128600,NO
PBANKA_1463700,NO
PBANKA_1332800,NO
PBANKA_0928300,NO
PBANKA_0713700,NO
PBANKA_0601700,NO
PBANKA_1024300,NO
PBANKA_0712000,YES
PBANKA_1444200,YES
PBANKA_1362900,NO
PBANKA_1024100,NO
PBANKA_1335900,NO
PBANKA_0905200,NO
PBANKA_0816300,NO
PBANKA_1344600,NO
PBANKA_1245100,NO
PBANKA_1026900,NO
PBANKA_1420900,NO
PBANKA_0410800,NO
PBANKA_1427300,NO
PBANKA_0824700,NO
PBANKA_1414000,NO
PBANKA_1130800,NO
PBANKA_0928700,NO
PBANKA_1317100,NO
PBANKA_1016500,NO
PBANKA_0823200,YES
PBANKA_1012800,NO
PBANKA_0706400,NO
PBANKA_1220100,NO
PBANKA_0722600,YES
PBANKA_0408600,NO
PBANKA_0402800,NO
PBANKA_0919200,NO
PBANKA_1437000,NO
PBANKA_0300700,NO
PBANKA_1112200,NO
PBANKA_1462000,NO
PBANKA_0836000,NO
PBANKA_0401200,NO
PBANKA_1143300,NO
PBANKA_1460700,NO
PBANKA_1219100,YES
PBANKA_1405400,NO
PBANKA_0922000,NO
PBANKA_0510100,NO
PBANKA_0829500,NO
PBANKA_1015400,YES
PBANKA_0110000,NO
PBANKA_0214300,NO
PBANKA_1145200,NO
PBANKA_0407400,NO
PBANKA_0825600,NO
PBANKA_1448400,NO
PBANKA_1131600,NO
PBANKA_1337800,NO
PBANKA_1026600,NO
PBANKA_1110700,NO
PBANKA_0622800,NO
PBANKA_1310000,NO
PBANKA_1440500,NO
PBANKA_0309100,NO
PBANKA_1301800,NO
PBANKA_0818600,NO
PBANKA_0211400,NO
PBANKA_0611800,NO
PBANKA_1355200,NO
PBANKA_1023400,NO
PBANKA_1031300,NO
PBANKA_0819100,YES
PBANKA_0106700,NO
PBANKA_1444900,NO
PBANKA_0417700,NO
PBANKA_1028300,NO
PBANKA_0506000,NO
PBANKA_1018400,NO
PBANKA_0209500,NO
PBANKA_1225300,YES
PBANKA_1328400,NO
PBANKA_0921400,NO
PBANKA_1226500,NO
PBANKA_1222800,NO
PBANKA_1107100,NO
PBANKA_0942000,NO
PBANKA_0314900,YES
PBANKA_1000300,NO
PBANKA_0316300,NO
PBANKA_0403700,NO
PBANKA_1235400,NO
PBANKA_1423800,NO
PBANKA_1327000,NO
PBANKA_0623500,NO
PBANKA_0902500,NO
PBANKA_1361300,NO
PBANKA_1326300,NO
PBANKA_1451600,NO
PBANKA_1421100,NO
PBANKA_0206800,NO
PBANKA_1316400,NO
PBANKA_1139900,NO
PBANKA_1462200,NO
PBANKA_1126000,NO
PBANKA_1140200,NO
PBANKA_1457200,NO
PBANKA_1229600,NO
PBANKA_0821100,NO
PBANKA_0404500,NO
PBANKA_1222300,NO
PBANKA_1227400,NO
PBANKA_1413400,NO
PBANKA_0512400,NO
PBANKA_1031100,NO
PBANKA_0926600,NO
PBANKA_0917700,NO
PBANKA_0700721,NO
PBANKA_0306000,NO
PBANKA_0402500,YES
PBANKA_0505400,NO
PBANKA_0812800,NO
PBANKA_0622100,NO
PBANKA_1029400,NO
PBANKA_0107100,NO
PBANKA_1430900,NO
PBANKA_1364400,NO
PBANKA_1136900,NO
PBANKA_1314200,NO
PBANKA_0804900,NO
PBANKA_0928500,NO
PBANKA_1033400,YES
PBANKA_0900900,NO
PBANKA_1237900,NO
PBANKA_0706800,NO
PBANKA_0106500,NO
PBANKA_1121900,YES
PBANKA_0926500,NO
PBANKA_1117400,NO
PBANKA_0411700,NO
PBANKA_1301600,NO
PBANKA_0410300,NO
PBANKA_1017100,NO
PBANKA_0932600,YES
PBANKA_0826500,NO
PBANKA_1026500,NO
PBANKA_1355500,NO
PBANKA_1115900,NO
PBANKA_0815300,NO
PBANKA_1445500,NO
PBANKA_1016200,NO
PBANKA_1112400,NO
PBANKA_0404700,NO
PBANKA_1426100,NO
PBANKA_1349100,NO
PBANKA_0510300,NO
PBANKA_0517200,NO
PBANKA_0810900,NO
PBANKA_0301100,NO
PBANKA_0614400,NO
PBANKA_1039300,NO
PBANKA_0824400,NO
PBANKA_1435400,NO
PBANKA_0807200,NO
PBANKA_0602400,NO
PBANKA_1012300,NO
PBANKA_0817900,NO
PBANKA_1401600,NO
PBANKA_1143400,YES
PBANKA_1434200,NO
PBANKA_0100400,NO
PBANKA_0708800,NO
PBANKA_1337400,NO
PBANKA_0505800,NO
PBANKA_1128800,NO
PBANKA_0521000,NO
PBANKA_0920500,NO
PBANKA_0704700,NO
PBANKA_0312100,YES
PBANKA_0608400,NO
PBANKA_0416600,NO
PBANKA_1331300,NO
PBANKA_0519200,NO
PBANKA_1124300,NO
PBANKA_0920800,NO
PBANKA_0611100,NO
PBANKA_1362100,NO
PBANKA_0404600,NO
PBANKA_0903000,YES
PBANKA_1025300,NO
PBANKA_1242000,NO
PBANKA_1339700,NO
PBANKA_0720800,NO
PBANKA_0821600,NO
PBANKA_1317300,NO
PBANKA_1313700,NO
PBANKA_0209300,NO
PBANKA_1320400,NO
PBANKA_1300096,NO
PBANKA_1450500,NO
PBANKA_0828400,NO
PBANKA_1345400,NO
PBANKA_1227900,NO
PBANKA_1441300,NO
PBANKA_1310500,NO
PBANKA_1124200,NO
PBANKA_1035200,NO
PBANKA_0516700,NO
PBANKA_1407800,NO
PBANKA_1210700,NO
PBANKA_0927800,NO
PBANKA_1345500,NO
PBANKA_0812700,NO
PBANKA_1303700,NO
PBANKA_0408000,NO
PBANKA_0618800,NO
PBANKA_1423200,NO
PBANKA_1113500,NO
PBANKA_0924500,NO
PBANKA_1432900,NO
PBANKA_0505300,NO
PBANKA_0105200,NO
PBANKA_0305500,NO
PBANKA_0808300,NO
PBANKA_1327251,NO
PBANKA_1311600,NO
PBANKA_0701200,NO
PBANKA_1112300,NO
PBANKA_1422700,NO
PBANKA_MIT01100,NO
PBANKA_0812200,NO
PBANKA_0702400,NO
PBANKA_0414500,NO
PBANKA_0924700,NO
PBANKA_1338700,NO
PBANKA_1121000,NO
PBANKA_1322300,NO
PBANKA_1221000,NO
PBANKA_0512500,NO
PBANKA_1442400,NO
PBANKA_1241500,NO
PBANKA_1429200,NO
PBANKA_0709600,NO
PBANKA_0805100,NO
PBANKA_0521600,NO
PBANKA_0823300,NO
PBANKA_0410200,NO
PBANKA_0939500,YES
PBANKA_1022700,NO
PBANKA_0104400,NO
PBANKA_1217500,NO
PBANKA_0511700,YES
PBANKA_0827100,NO
PBANKA_1449200,NO
PBANKA_0314600,NO
PBANKA_1006900,NO
PBANKA_0938900,NO
PBANKA_0406100,NO
PBANKA_0613000,NO
PBANKA_1009900,NO
PBANKA_0823500,NO
PBANKA_1458900,NO
PBANKA_1006700,NO
PBANKA_1456400,NO
PBANKA_1239600,NO
PBANKA_0613900,NO
PBANKA_0501300,NO
PBANKA_1239700,NO
PBANKA_0409100,NO
PBANKA_0306200,NO
PBANKA_0310500,NO
PBANKA_1458700,NO
PBANKA_1356100,YES
PBANKA_1315600,NO
PBANKA_0921600,NO
PBANKA_1446900,NO
PBANKA_1346400,NO
PBANKA_1007900,NO
PBANKA_0202900,NO
PBANKA_1357600,NO
PBANKA_0100200,NO
PBANKA_1350700,NO
PBANKA_0901100,NO
PBANKA_0809000,NO
PBANKA_1301500,NO
PBANKA_0207200,NO
PBANKA_0922900,NO
PBANKA_0603800,NO
PBANKA_1400091,NO
PBANKA_0312500,NO
PBANKA_0314700,NO
PBANKA_1211600,NO
PBANKA_1012900,NO
PBANKA_1211200,NO
PBANKA_0938800,NO
PBANKA_0804600,NO
PBANKA_1320100,NO
PBANKA_0802100,NO
PBANKA_1104900,NO
PBANKA_1339400,NO
PBANKA_0904200,NO
PBANKA_1463500,NO
PBANKA_0806400,NO
PBANKA_1032900,NO
PBANKA_1302600,NO
PBANKA_1218500,NO
PBANKA_0916000,NO
PBANKA_0408500,NO
PBANKA_0919600,NO
PBANKA_0412800,NO
PBANKA_1110100,NO
PBANKA_1425600,NO
PBANKA_1432100,NO
PBANKA_1343400,NO
PBANKA_0310700,YES
PBANKA_1417100,NO
PBANKA_0110800,NO
PBANKA_0100500,NO
PBANKA_0315100,NO
PBANKA_0216761,NO
PBANKA_1221800,NO
PBANKA_1106800,NO
PBANKA_1419600,NO
PBANKA_1431400,NO
PBANKA_1124800,NO
PBANKA_1414100,NO
PBANKA_0704600,NO
PBANKA_0203600,YES
PBANKA_0515400,NO
PBANKA_0904100,NO
PBANKA_0940700,NO
PBANKA_1020400,NO
PBANKA_0924100,NO
PBANKA_0818500,NO
PBANKA_0835300,NO
PBANKA_1301100,NO
PBANKA_1135900,NO
PBANKA_1425900,NO
PBANKA_0616700,NO
PBANKA_1455100,NO
PBANKA_1301000,NO
PBANKA_0520600,NO
PBANKA_0822800,NO
PBANKA_1105700,NO
PBANKA_1117700,YES
PBANKA_0827300,NO
PBANKA_0813500,NO
PBANKA_0200600,YES
PBANKA_1330900,NO
PBANKA_0804500,NO
PBANKA_1226800,NO
PBANKA_1137400,YES
PBANKA_1454000,NO
PBANKA_1341100,NO
PBANKA_1224000,NO
PBANKA_1306900,NO
PBANKA_0923500,NO
PBANKA_0936700,NO
PBANKA_1442100,NO
PBANKA_0916600,NO
PBANKA_1329900,YES
PBANKA_1412400,NO
PBANKA_1031000,NO
PBANKA_1414200,NO
PBANKA_0512600,NO
PBANKA_1227700,NO
PBANKA_0805000,NO
PBANKA_1211100,NO
PBANKA_1416400,NO
PBANKA_1038800,YES
PBANKA_0829100,NO
PBANKA_1131700,NO
PBANKA_1103800,NO
PBANKA_1011800,NO
PBANKA_0914700,NO
PBANKA_0810500,NO
PBANKA_1458100,NO
PBANKA_1344300,NO
PBANKA_1304300,NO
PBANKA_1107300,NO
PBANKA_0817000,NO
PBANKA_0506400,NO
PBANKA_0716500,NO
PBANKA_1335000,NO
PBANKA_1328000,NO
PBANKA_0702500,NO
PBANKA_0811100,NO
PBANKA_0832500,NO
PBANKA_1420000,NO
PBANKA_1214400,YES
PBANKA_0417800,NO
PBANKA_0101700,NO
PBANKA_1032600,NO
PBANKA_1245400,NO
PBANKA_0509300,NO
PBANKA_1416900,NO
PBANKA_0907300,NO
PBANKA_1401900,NO
PBANKA_0519800,NO
PBANKA_1210100,NO
PBANKA_1129800,NO
PBANKA_0930900,NO
PBANKA_1433000,NO
PBANKA_1233500,NO
PBANKA_1142900,NO
PBANKA_1005100,NO
PBANKA_1329400,YES
PBANKA_0201340,NO
PBANKA_1309000,NO
PBANKA_0833500,NO
PBANKA_0940200,NO
PBANKA_0607800,NO
PBANKA_0709900,NO
PBANKA_0615100,NO
PBANKA_1315100,NO
PBANKA_1219000,NO
PBANKA_0313400,NO
PBANKA_0112000,NO
PBANKA_0613300,NO
PBANKA_0518800,NO
PBANKA_1328800,NO
PBANKA_0315800,YES
PBANKA_1005700,NO
PBANKA_1439600,NO
PBANKA_1312900,NO
PBANKA_1428000,NO
PBANKA_1238500,NO
PBANKA_1025200,YES
PBANKA_1113300,NO
PBANKA_1222700,NO
PBANKA_1356400,NO
PBANKA_1455800,NO
PBANKA_1006100,NO
PBANKA_0718800,NO
PBANKA_0516200,NO
PBANKA_1339000,NO
PBANKA_0107900,NO
PBANKA_1141100,NO
PBANKA_1006600,NO
PBANKA_0214200,NO
PBANKA_1303500,NO
PBANKA_1021500,NO
PBANKA_0404200,YES
PBANKA_1144100,NO
PBANKA_0923300,NO
PBANKA_1107200,NO
PBANKA_0943200,NO
PBANKA_0827200,NO
PBANKA_0826000,YES
PBANKA_0834700,YES
PBANKA_1325500,NO
PBANKA_1145600,NO
PBANKA_1344800,NO
PBANKA_1333300,NO
PBANKA_1029000,NO
PBANKA_0315900,NO
PBANKA_1211700,NO
PBANKA_1028700,YES
PBANKA_0516600,NO
PBANKA_1448900,NO
PBANKA_1203800,NO
PBANKA_0106200,NO
PBANKA_1015800,NO
PBANKA_1418100,NO
PBANKA_1314500,NO
PBANKA_0825900,YES
PBANKA_1431100,NO
PBANKA_0713300,NO
PBANKA_0619300,NO
PBANKA_0908800,NO
PBANKA_1337000,NO
PBANKA_1002100,YES
PBANKA_0923200,NO
PBANKA_1107700,NO
PBANKA_0610000,NO
PBANKA_1327021,NO
PBANKA_0112500,NO
PBANKA_0813400,NO
PBANKA_0506700,NO
PBANKA_1121200,NO
PBANKA_0100600,NO
PBANKA_1004300,NO
PBANKA_1037600,NO
PBANKA_0107500,NO
PBANKA_1102100,NO
PBANKA_1414600,NO
PBANKA_1131500,NO
PBANKA_0312300,NO
PBANKA_1227200,NO
PBANKA_1222100,NO
PBANKA_0814900,NO
PBANKA_0513400,NO
PBANKA_1328100,NO
PBANKA_1460800,NO
PBANKA_0112400,NO
PBANKA_0935900,NO
PBANKA_0608900,NO
PBANKA_0620400,YES
PBANKA_0933300,NO
PBANKA_1311700,NO
PBANKA_1114100,NO
PBANKA_1235000,NO
PBANKA_1337600,NO
PBANKA_1243500,NO
PBANKA_1036500,NO
PBANKA_0617900,NO
PBANKA_0622000,NO
PBANKA_1010900,NO
PBANKA_1008600,NO
PBANKA_1352600,NO
PBANKA_1211300,NO
PBANKA_0806300,NO
PBANKA_1144400,NO
PBANKA_1438500,NO
PBANKA_1140400,NO
PBANKA_0621200,NO
PBANKA_0827400,YES
PBANKA_0913700,NO
PBANKA_1442600,NO
PBANKA_1444500,NO
PBANKA_0302400,NO
PBANKA_0707600,NO
PBANKA_1127900,NO
PBANKA_0809100,NO
PBANKA_0906200,YES
PBANKA_1457300,YES
PBANKA_0935300,NO
PBANKA_1336300,NO
PBANKA_0801900,NO
PBANKA_0910100,NO
PBANKA_0925100,NO
PBANKA_0202700,NO
PBANKA_0108600,NO
PBANKA_1431900,NO
PBANKA_1136700,NO
PBANKA_1360400,YES
PBANKA_0523700,NO
PBANKA_1219900,NO
PBANKA_0209400,NO
PBANKA_1359700,NO
PBANKA_0815200,NO
PBANKA_0610300,NO
PBANKA_1130200,NO
PBANKA_1342100,NO
PBANKA_1351700,NO
PBANKA_1340300,NO
PBANKA_1140500,NO
PBANKA_1038200,NO
PBANKA_1135400,NO
PBANKA_1409600,NO
PBANKA_0508600,NO
PBANKA_1328300,NO
PBANKA_1124500,NO
PBANKA_1333800,NO
PBANKA_1017900,NO
PBANKA_0703200,NO
PBANKA_1219200,NO
PBANKA_1307700,NO
PBANKA_1358600,NO
PBANKA_1132000,NO
PBANKA_1241900,NO
PBANKA_0505600,NO
PBANKA_0207700,NO
PBANKA_0409700,YES
PBANKA_1429400,NO
PBANKA_0916800,NO
PBANKA_1348200,NO
PBANKA_0301500,NO
PBANKA_1100860,NO
PBANKA_0800300,NO
PBANKA_0924400,NO
PBANKA_1439400,NO
PBANKA_0817700,NO
PBANKA_1027900,NO
PBANKA_1022500,NO
PBANKA_0522000,NO
PBANKA_0801400,NO
PBANKA_0502100,NO
PBANKA_1236300,NO
PBANKA_0610600,NO
PBANKA_0819200,NO
PBANKA_1430700,YES
PBANKA_0206300,NO
PBANKA_0719800,NO
PBANKA_1326100,NO
PBANKA_0920100,NO
PBANKA_1018000,NO
PBANKA_1125700,NO
PBANKA_0406800,NO
PBANKA_1007200,NO
PBANKA_1217000,NO
PBANKA_1231200,NO
PBANKA_1441500,NO
PBANKA_1109600,NO
PBANKA_1102300,NO
PBANKA_1036100,NO
PBANKA_0815500,NO
PBANKA_0942600,NO
PBANKA_1348700,NO
PBANKA_1443600,NO
PBANKA_1432000,NO
PBANKA_1334400,NO
PBANKA_0418300,NO
PBANKA_1350300,NO
PBANKA_0316841,NO
PBANKA_0943500,NO
PBANKA_0719300,NO
PBANKA_0917800,NO
PBANKA_1316700,NO
PBANKA_0601500,NO
PBANKA_1345600,NO
PBANKA_1217800,NO
PBANKA_0313100,NO
PBANKA_0934300,NO
PBANKA_1409900,NO
PBANKA_1362600,NO
PBANKA_1443200,NO
PBANKA_1306000,NO
PBANKA_0718100,NO
PBANKA_0413200,NO
PBANKA_1240300,NO
PBANKA_0826800,NO
PBANKA_1313100,NO
PBANKA_1236800,NO
PBANKA_0703400,NO
PBANKA_0914500,NO
PBANKA_1440800,NO
PBANKA_1132400,NO
PBANKA_1314000,NO
PBANKA_1202800,NO
PBANKA_1204100,NO
PBANKA_1239100,NO
PBANKA_1210300,NO
PBANKA_1203300,NO
PBANKA_1017600,NO
PBANKA_1038300,NO
PBANKA_0213600,NO
PBANKA_0806900,NO
PBANKA_1442000,NO
PBANKA_1450400,NO
PBANKA_0404300,NO
PBANKA_0212900,NO
PBANKA_1242200,NO
PBANKA_1245500,NO
PBANKA_0923700,NO
PBANKA_1236400,NO
PBANKA_0109500,NO
PBANKA_0828100,NO
PBANKA_1464900,NO
PBANKA_1207900,NO
PBANKA_1230600,NO
PBANKA_0610500,NO
PBANKA_1127500,NO
PBANKA_0816000,NO
PBANKA_1215900,NO
PBANKA_0104700,NO
PBANKA_0612100,NO
PBANKA_1103200,NO
PBANKA_1462900,NO
PBANKA_1216100,NO
PBANKA_1419000,NO
PBANKA_1015000,NO
PBANKA_1414900,NO
PBANKA_0411100,NO
PBANKA_0822900,NO
PBANKA_1430100,NO
PBANKA_1107900,NO
PBANKA_0212400,NO
PBANKA_0213000,NO
PBANKA_1339200,NO
PBANKA_0802400,NO
PBANKA_1421900,NO
PBANKA_1452000,NO
PBANKA_1008100,NO
PBANKA_0821200,YES
PBANKA_0304100,NO
PBANKA_0821800,NO
PBANKA_1219600,NO
PBANKA_1465100,YES
PBANKA_0603700,NO
PBANKA_0802200,NO
PBANKA_MIT02700:rRNA,NO
PBANKA_0833200,NO
PBANKA_1333900,NO
PBANKA_0940600,NO
PBANKA_1409200,NO
