pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0070 plate 1",C,5,rec41_gw_trans1,E,7,178817,PbGEM-245479,PBANKA_111870,ko
"barseq_0070 plate 1",C,6,rec41_gw_trans1,F,2,178824,PbGEM-259332,PBANKA_082230,ko
"barseq_0070 plate 1",C,7,rec41_gw_trans1,G,10,178844,PbGEM-239778,PBANKA_082090,ko
"barseq_0070 plate 1",C,8,rec41_gw_trans3,G,8,179028,PbGEM-254861,PBANKA_141300,ko
"barseq_0070 plate 1",C,9,rec42_gw_trans2,G,6,180793,PbGEM-257534,PBANKA_143870,ko
"barseq_0070 plate 1",C,10,rec45_gw_trans2,E,1,142862,PbGEM-264076,PBANKA_140400,ko
"barseq_0070 plate 1",C,11,rec47_gw_trans3,A,6,142552,PbGEM-247010,PBANKA_121240,ko
"barseq_0070 plate 1",C,12,rec49_gw_trans1,B,11,144231,PbGEM-266060,PBANKA_010080,ko
"barseq_0070 plate 1",D,1,rec49_gw_trans2,G,2,144375,PbGEM-229846,PBANKA_031270,ko
"barseq_0070 plate 1",D,2,rec49_gw_trans3,F,10,144464,PbGEM-272922,PBANKA_041490,ko
"barseq_0070 plate 1",D,3,rec50_gw_trans1,A,5,134241,PbGEM-331475,PBANKA_080950,ko
"barseq_0070 plate 1",D,4,rec51_gw_trans1,B,2,152034,PbGEM-266100,PBANKA_010110,ko
"barseq_0070 plate 1",D,5,rec51_gw_trans3,B,10,152228,PbGEM-324947,PBANKA_145120,ko
"barseq_0070 plate 1",D,6,rec51_gw_trans4,C,7,152330,PbGEM-296942,PBANKA_103450,ko
"barseq_0070 plate 1",D,7,rec52_gw_trans1,C,2,152418,PbGEM-267395,PBANKA_011160,ko
"barseq_0070 plate 1",D,8,rec52_gw_trans1,F,8,152460,PbGEM-278858,PBANKA_061640,ko
"barseq_0070 plate 1",D,9,rec52_gw_trans1,H,9,152485,PbGEM-283538,PBANKA_080640,ko
"barseq_0070 plate 1",D,10,rec52_gw_trans3,C,4,152606,PbGEM-336259,PBANKA_120740,ko
"barseq_0070 plate 1",D,11,rec52_gw_trans3,C,7,152609,PbGEM-339451,PBANKA_140440,ko
"barseq_0070 plate 1",D,12,rec52_gw_trans4,B,6,152689,PbGEM-321755,PBANKA_142710,ko
"barseq_0070 plate 1",E,1,rec54_gw_trans3,B,9,154459,PbGEM-304938,PBANKA_121060,ko
"barseq_0070 plate 1",E,2,rec56_gw_trans1,A,1,182823,PbGEM-235725,PBANKA_071470,ko
"barseq_0070 plate 1",E,3,rec56_gw_trans2,E,4,182960,PbGEM-264468,PBANKA_134600,ko
"barseq_0070 plate 1",E,4,rec57_gw_trans2,D,2,186942,PbGEM-340051,PBANKA_142930,ko
"barseq_0070 plate 1",E,5,rec58_gw_trans1,H,3,188005,PbGEM-339507,PBANKA_140660,ko
"barseq_0070 plate 1",E,6,rec58_gw_trans4,F,11,188268,PbGEM-338419,PBANKA_133690,ko
"barseq_0070 plate 1",E,7,rec59_gw_trans4,B,12,189381,PbGEM-318427,PBANKA_140040,ko
"barseq_0070 plate 1",E,8,rec60_gw_trans2,D,1,208981,PbGEM-336235,PBANKA_120680,ko
"barseq_0070 plate 1",E,9,rec60_gw_trans2,H,2,209030,PbGEM-282042,PBANKA_071630,ko
"barseq_0070 plate 1",E,10,rec61_gw_trans1,A,8,209967,PbGEM-320835,PBANKA_141850,ko
"barseq_0070 plate 1",E,11,rec62_gw_trans1,A,9,207032,PbGEM-343476,PBANKA_070210,ko
"barseq_0070 plate 1",E,12,rec63_gw_trans1,C,4,207423,PbGEM-341884,PBANKA_041680,ko
"barseq_0070 plate 1",F,1,rec64_gw_trans1,E,10,207825,PbGEM-342764,PBANKA_114340,ko
"barseq_0070 plate 1",F,2,rec65_gw_trans1,F,8,212255,PbGEM-277394,PBANKA_060510,ko
"barseq_0070 plate 1",F,3,rec65_gw_trans1,G,4,212263,PbGEM-287658,PBANKA_090600,ko
"barseq_0070 plate 1",F,4,rec66_gw_trans2,B,2,215957,PbGEM-297821,PBANKA_110100,ko
"barseq_0070 plate 1",F,5,rec66_gw_trans2,C,7,215974,PbGEM-304618,PBANKA_120790,ko
"barseq_0070 plate 1",F,6,rec67_gw_trans1,B,1,218595,PbGEM-298837,PBANKA_110880,ko
"barseq_0070 plate 1",F,7,rec67_gw_trans1,H,5,218671,PbGEM-309433,PBANKA_124430,ko
"barseq_0070 plate 1",F,8,rec73_gw_trans1,G,8,228279,PbGEM-273930,PBANKA_050370,ko
"barseq_0070 plate 1",F,9,rec73_gw_trans2,F,11,228363,PbGEM-298253,PBANKA_110390,ko
"barseq_0070 plate 1",F,10,rec73_gw_trans4,H,2,228564,PbGEM-287402,PBANKA_090370,ko
"barseq_0070 plate 1",F,11,rec74_gw_trans4,E,5,229647,PbGEM-287482,PBANKA_090460,ko
"barseq_0070 plate 1",F,12,rec75_gw_trans1,B,9,231568,PbGEM-271730,PBANKA_040500,ko
"barseq_0070 plate 1",G,1,rec75_gw_trans2,E,3,231691,PbGEM-283466,PBANKA_080550,ko
"barseq_0070 plate 1",G,2,rec75_gw_trans4,G,3,231901,PbGEM-293520,PBANKA_100690,ko
"barseq_0070 plate 1",G,3,rec76_gw_trans1,D,2,234933,PbGEM-288090,PBANKA_090880,ko
"barseq_0070 plate 1",G,4,rec76_gw_trans3,B,2,235095,PbGEM-268307,PBANKA_020730,ko
"barseq_0070 plate 1",G,5,rec76_gw_trans3,F,10,235151,PbGEM-330811,PBANKA_071100,ko
"barseq_0070 plate 1",G,6,rec76_gw_trans4,D,12,235222,PbGEM-288138,PBANKA_090940,ko
"barseq_0070 plate 1",G,7,rec78_gw_trans1,B,9,233800,PbGEM-270930,PBANKA_031320,ko
"barseq_0070 plate 1",G,8,rec78_gw_trans1,E,4,233831,PbGEM-311597,PBANKA_131260,ko
"barseq_0070 plate 1",G,9,rec79_gw_trans1,G,2,239637,PbGEM-275826,PBANKA_051810,ko
"barseq_0070 plate 1",G,10,rec79_gw_trans4,G,9,239923,PbGEM-339827,PBANKA_141860,ko
"barseq_0070 plate 1",G,11,rec80_gw_trans1,D,9,240724,PbGEM-279194,PBANKA_061840,ko
"barseq_0070 plate 1",G,12,rec80_gw_trans1,F,10,240749,PbGEM-289537,PBANKA_092020,ko
"barseq_0070 plate 1",H,1,rec80_gw_trans1,H,2,240765,PbGEM-279674,PBANKA_062200,ko
"barseq_0070 plate 1",H,2,rec81_gw_trans2,G,9,244201,PbGEM-285418,PBANKA_082440,ko
"barseq_0070 plate 1",H,3,rec82_gw_trans1,C,12,257261,PbGEM-331819,PBANKA_082460,ko
"barseq_0070 plate 1",H,4,rec82_gw_trans2,D,1,257355,PbGEM-295742,PBANKA_102480,ko
"barseq_0070 plate 1",H,5,rec83_gw_trans1,H,3,246346,PbGEM-291376,PBANKA_093470,ko
"barseq_0070 plate 1",H,6,rec83_gw_trans2,F,3,246415,PbGEM-286394,PBANKA_083280,ko
"barseq_0070 plate 1",H,7,rec84_gw_trans4,B,5,243207,PbGEM-286338,PBANKA_083240,ko
"barseq_0070 plate 1",H,8,rec85_gw_trans1,B,11,253342,PbGEM-333131,PBANKA_093750,ko
"barseq_0070 plate 1",H,9,rec85_gw_trans1,F,10,253389,PbGEM-303314,PBANKA_114480,ko
"barseq_0070 plate 1",H,10,rec87_gw_trans3,E,6,259125,PbGEM-283874,PBANKA_080940,ko
"barseq_0070 plate 1",H,11,rec90_gw_trans2,A,1,274604,PbGEM-343244,PBANKA_141020,ko
"barseq_0070 plate 1",H,12,rec95_gw_trans1,A,2,275541,PbGEM-319803,PBANKA_140960,ko
"barseq_0070 plate 2",A,1,rec95_gw_trans1,D,3,275578,PbGEM-331899,PBANKA_082850,ko
"barseq_0070 plate 2",A,2,rec95_gw_trans1,G,3,275614,PbGEM-328115,PBANKA_020990,ko
"barseq_0070 plate 2",A,3,rec95_gw_trans2,C,1,275657,PbGEM-308849,PBANKA_124020,ko
"barseq_0070 plate 2",A,4,rec99_gw_trans1,B,7,287152,PbGEM-292800,PBANKA_100260,ko
