pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0078 plate 1",B,11,rec52_gw_trans1,F,7,152459,PbGEM-275114,PBANKA_051270,ko
"barseq_0078 plate 1",B,12,rec52_gw_trans1,G,3,152467,PbGEM-318995,PBANKA_140450,ko
"barseq_0078 plate 1",C,1,rec52_gw_trans4,E,3,152722,PbGEM-289441,PBANKA_091910,ko
"barseq_0078 plate 1",C,2,rec54_gw_trans1,A,6,154258,PbGEM-332491,PBANKA_091150,ko
"barseq_0078 plate 1",C,3,rec54_gw_trans1,D,4,154292,PbGEM-311741,PBANKA_131420,ko
"barseq_0078 plate 1",C,4,rec54_gw_trans1,E,12,154312,PbGEM-316355,PBANKA_134910,ko
"barseq_0078 plate 1",C,5,rec54_gw_trans2,A,8,154353,PbGEM-282090,PBANKA_071660,ko
"barseq_0078 plate 1",C,6,rec54_gw_trans2,A,10,154355,PbGEM-296182,PBANKA_102760,ko
"barseq_0078 plate 1",C,7,rec54_gw_trans3,F,9,154507,PbGEM-333507,PBANKA_100530,ko
"barseq_0078 plate 1",C,8,rec56_gw_trans1,A,5,182827,PbGEM-251495,PBANKA_135330,ko
"barseq_0078 plate 1",C,9,rec57_gw_trans1,A,11,186825,PbGEM-300147,PBANKA_111970,ko
"barseq_0078 plate 1",C,10,rec57_gw_trans4,G,4,187160,PbGEM-272546,PBANKA_041240,ko
"barseq_0078 plate 1",C,11,rec59_gw_trans2,A,9,189180,PbGEM-330491,PBANKA_070070,ko
"barseq_0078 plate 1",C,12,rec60_gw_trans1,D,2,208889,PbGEM-310711,PBANKA_130560,ko
"barseq_0078 plate 1",D,1,rec60_gw_trans3,F,5,209102,PbGEM-283834,PBANKA_080910,ko
"barseq_0078 plate 1",D,2,rec61_gw_trans1,D,8,210003,PbGEM-290624,PBANKA_092910,ko
"barseq_0078 plate 1",D,3,rec62_gw_trans1,A,7,207030,PbGEM-342380,PBANKA_100160,ko
"barseq_0078 plate 1",D,4,rec62_gw_trans1,G,8,207103,PbGEM-342412,PBANKA_101080,ko
"barseq_0078 plate 1",D,5,rec63_gw_trans1,B,1,207408,PbGEM-342052,PBANKA_071550,ko
"barseq_0078 plate 1",D,6,rec63_gw_trans4,C,5,207703,PbGEM-342620,PBANKA_111770,ko
"barseq_0078 plate 1",D,7,rec64_gw_trans1,B,6,207785,PbGEM-342660,PBANKA_113140,ko
"barseq_0078 plate 1",D,8,rec64_gw_trans1,F,2,207829,PbGEM-343124,PBANKA_134300,ko
"barseq_0078 plate 1",D,9,rec64_gw_trans2,C,10,207886,PbGEM-342348,PBANKA_093660,ko
"barseq_0078 plate 1",D,10,rec64_gw_trans2,G,7,207931,PbGEM-343188,PBANKA_135660,ko
"barseq_0078 plate 1",D,11,rec64_gw_trans4,B,7,208041,PbGEM-342316,PBANKA_093090,ko
"barseq_0078 plate 1",D,12,rec65_gw_trans1,B,5,212204,PbGEM-332171,PBANKA_090040,ko
"barseq_0078 plate 1",E,1,rec65_gw_trans4,H,5,212555,PbGEM-333555,PBANKA_100620,ko
"barseq_0078 plate 1",E,2,rec68_gw_trans1,A,8,211079,PbGEM-338443,PBANKA_133730,ko
"barseq_0078 plate 1",E,3,rec68_gw_trans4,F,11,211421,PbGEM-329323,PBANKA_050380,ko
"barseq_0078 plate 1",E,4,rec70_gw_trans4,A,5,223905,PbGEM-327467,PBANKA_000330,ko
"barseq_0078 plate 1",E,5,rec74_gw_trans2,A,2,229410,PbGEM-292520,PBANKA_100080,ko
"barseq_0078 plate 1",E,6,rec74_gw_trans2,H,1,229493,PbGEM-287690,PBANKA_090620,ko
"barseq_0078 plate 1",E,7,rec75_gw_trans3,G,7,231812,PbGEM-281090,PBANKA_070820,ko
"barseq_0078 plate 1",E,8,rec76_gw_trans1,F,4,234959,PbGEM-272242,PBANKA_040980,ko
"barseq_0078 plate 1",E,9,rec76_gw_trans4,E,12,235234,PbGEM-281386,PBANKA_071050,ko
"barseq_0078 plate 1",E,10,rec78_gw_trans2,E,1,233921,PbGEM-288578,PBANKA_091280,ko
"barseq_0078 plate 1",E,11,rec79_gw_trans3,E,5,239802,PbGEM-273114,PBANKA_041640,ko
"barseq_0078 plate 1",E,12,rec80_gw_trans2,A,7,240779,PbGEM-278546,PBANKA_061490,ko
"barseq_0078 plate 1",F,1,rec81_gw_trans1,E,12,244087,PbGEM-300779,PBANKA_112460,ko
"barseq_0078 plate 1",F,2,rec81_gw_trans2,B,9,244141,PbGEM-321059,PBANKA_142040,ko
"barseq_0078 plate 1",F,3,rec85_gw_trans1,A,3,253322,PbGEM-340163,PBANKA_143350,ko
"barseq_0078 plate 1",F,4,rec91_gw_trans2,A,1,259321,PbGEM-456558,PBANKA_114590,ko
"barseq_0078 plate 1",F,5,Rec_kinome-tar,D,8,23609,PbGEM-072542,PBANKA_146050,ko
