"","interpro","Domain"
"27675","IPR019861","PF11751"
"27676","IPR019861","TIGR03519"
"27677","IPR019862","TIGR03520"
"27678","IPR019863","TIGR03521"
"27679","IPR019864","TIGR03522"
"27680","IPR019865","TIGR03524"
"27681","IPR019866","TIGR03525"
"27682","IPR019867","TIGR03529"
"27683","IPR019868","TIGR03530"
"27684","IPR019869","TIGR03516"
"27685","IPR019870","TIGR03527"
"27686","IPR019871","TIGR03528"
"27687","IPR019872","PTHR12944"
"27688","IPR019872","PIRSF017689"
"27689","IPR019872","TIGR03531"
"27690","IPR019873","TIGR03532"
"27691","IPR019873","MF_01691"
"27692","IPR019874","PTHR18895:SF83"
"27693","IPR019874","TIGR03534"
"27694","IPR019874","MF_02126"
"27695","IPR019875","TIGR03535"
"27696","IPR019876","TIGR03536"
"27697","IPR019877","TIGR03537"
"27698","IPR019878","TIGR03538"
"27699","IPR019879","TIGR03644"
"27700","IPR019880","TIGR03539"
"27701","IPR019881","TIGR03540"
"27702","IPR019882","PF10985"
"27703","IPR019882","TIGR03643"
"27704","IPR019883","TIGR03645"
"27705","IPR019884","PF11071"
"27706","IPR019884","TIGR03646"
"27707","IPR019885","PS00519"
"27708","IPR019886","PF13937"
"27709","IPR019886","TIGR03647"
"27710","IPR019887","PF01037"
"27711","IPR019888","SM00344"
"27712","IPR019889","TIGR03600"
"27713","IPR019890","TIGR03601"
"27714","IPR019891","TIGR03602"
"27715","IPR019892","TIGR03603"
"27716","IPR019893","TIGR03606"
"27717","IPR019894","TIGR03607"
"27718","IPR019895","TIGR03608"
"27719","IPR019896","TIGR03609"
"27720","IPR019897","PS01094"
"27721","IPR019898","TIGR03610"
"27722","IPR019898","MF_00831"
"27723","IPR019899","TIGR03648"
"27724","IPR019901","TIGR03649"
"27725","IPR019902","TIGR03650"
"27726","IPR019903","PF04405"
"27727","IPR019903","TIGR03652"
"27728","IPR019904","TIGR03562"
"27729","IPR019905","TIGR03563"
"27730","IPR019906","PTHR11655:SF21"
"27731","IPR019906","PR00059"
"27732","IPR019906","TIGR03654"
"27733","IPR019906","MF_01365_B"
"27734","IPR019907","TIGR03653"
"27735","IPR019907","MF_01365_A"
"27736","IPR019908","TIGR03655"
"27737","IPR019909","TIGR03656"
"27738","IPR019910","TIGR03564"
"27739","IPR019911","TIGR03565"
"27740","IPR019911","MF_01229"
"27741","IPR019912","TIGR03566"
"27742","IPR019913","TIGR03611"
"27743","IPR019913","MF_00832"
"27744","IPR019914","TIGR03612"
"27745","IPR019914","MF_01699"
"27746","IPR019915","TIGR03613"
"27747","IPR019916","TIGR03614"
"27748","IPR019916","MF_00830"
"27749","IPR019917","TIGR03615"
"27750","IPR019917","MF_00833"
"27751","IPR019918","TIGR03616"
"27752","IPR019919","TIGR03617"
"27753","IPR019920","TIGR03618"
"27754","IPR019921","TIGR03619"
"27755","IPR019922","TIGR03620"
"27756","IPR019923","TIGR03621"
"27757","IPR019924","TIGR03622"
"27758","IPR019925","TIGR03623"
"27759","IPR019926","PS00474"
"27760","IPR019927","PTHR11229"
"27761","IPR019927","TIGR03625"
"27762","IPR019927","MF_01325_B"
"27763","IPR019928","TIGR03626"
"27764","IPR019928","MF_01325_A"
"27765","IPR019929","TIGR03657"
"27766","IPR019930","TIGR03658"
"27767","IPR019932","TIGR03543"
"27768","IPR019933","TIGR03544"
"27769","IPR019934","TIGR03545"
"27770","IPR019935","TIGR03546"
"27771","IPR019936","TIGR03547"
"27772","IPR019936","MF_01195"
"27773","IPR019937","TIGR03548"
"27774","IPR019938","TIGR03549"
"27775","IPR019939","TIGR03550"
"27776","IPR019939","SFLDF00294"
"27777","IPR019939","MF_01611"
"27778","IPR019940","TIGR03551"
"27779","IPR019940","SFLDF00293"
"27780","IPR019940","MF_01612"
"27781","IPR019941","TIGR03541"
"27782","IPR019942","PTHR43144"
"27783","IPR019942","TIGR03542"
"27784","IPR019942","MF_01642"
"27785","IPR019943","TIGR03553"
"27786","IPR019944","TIGR03554"
"27787","IPR019944","MF_02123"
"27788","IPR019945","TIGR03557"
"27789","IPR019946","TIGR03555"
"27790","IPR019946","MF_01091"
"27791","IPR019947","TIGR03556"
"27792","IPR019948","PF00746"
"27793","IPR019949","TIGR03558"
"27794","IPR019950","PR00015"
"27795","IPR019951","TIGR03559"
"27796","IPR019952","TIGR03560"
"27797","IPR019953","TIGR03561"
"27798","IPR019954","PS00299"
"27799","IPR019956","PR00348"
"27800","IPR019957","TIGR03659"
"27801","IPR019958","TIGR03627"
"27802","IPR019958","MF_00532_A"
"27803","IPR019959","TIGR03660"
"27804","IPR019960","TIGR03661"
"27805","IPR019961","TIGR03628"
"27806","IPR019962","PTHR41710"
"27807","IPR019962","TIGR03663"
"27808","IPR019963","TIGR03664"
"27809","IPR019963","MF_00991"
"27810","IPR019964","TIGR03665"
"27811","IPR019965","TIGR03666"
"27812","IPR019966","TIGR03667"
"27813","IPR019967","TIGR03668"
"27814","IPR019968","TIGR03669"
"27815","IPR019969","TIGR03670"
"27816","IPR019970","TIGR03672"
"27817","IPR019970","MF_01328_A"
"27818","IPR019971","TIGR03673"
"27819","IPR019972","PS00049"
"27820","IPR019973","TIGR03674"
"27821","IPR019974","PS00841"
"27822","IPR019974","PS00842"
"27823","IPR019975","TIGR03675"
"27824","IPR019977","TIGR03629"
"27825","IPR019978","PTHR10744:SF13"
"27826","IPR019978","MF_01345_A"
"27827","IPR019979","PS00056"
"27828","IPR019980","PTHR10871:SF11"
"27829","IPR019980","TIGR03631"
"27830","IPR019981","TIGR03632"
"27831","IPR019982","TIGR03633"
"27832","IPR019982","MF_00289_A"
"27833","IPR019982","cd03756"
"27834","IPR019983","PTHR11599:SF69"
"27835","IPR019983","TIGR03634"
"27836","IPR019983","MF_02113_A"
"27837","IPR019983","cd03764"
"27838","IPR019984","TIGR03635"
"27839","IPR019984","MF_01345_B"
"27840","IPR019985","TIGR03636"
"27841","IPR019986","TIGR03599"
"27842","IPR019987","TIGR03598"
"27843","IPR019987","MF_00321"
"27844","IPR019988","PTHR11089:SF46"
"27845","IPR019988","TIGR03597"
"27846","IPR019989","TIGR03485"
"27847","IPR019989","cd09713"
"27848","IPR019991","TIGR03596"
"27849","IPR019992","TIGR03490"
"27850","IPR019993","TIGR03491"
"27851","IPR019994","TIGR03492"
"27852","IPR019995","PF11120"
"27853","IPR019995","PD053231"
"27854","IPR019995","TIGR03493"
"27855","IPR019996","TIGR03494"
"27856","IPR019998","MF_01810"
"27857","IPR019999","PR00095"
"27858","IPR020000","TIGR03495"
"27859","IPR020003","PS00152"
"27860","IPR020004","TIGR03568"
"27861","IPR020005","TIGR03496"
"27862","IPR020006","PTHR43134:SF2"
"27863","IPR020006","TIGR03499"
"27864","IPR020007","TIGR03569"
"27865","IPR020008","TIGR03501"
"27866","IPR020009","TIGR03502"
"27867","IPR020010","TIGR03503"
"27868","IPR020011","TIGR03504"
"27869","IPR020012","TIGR03505"
"27870","IPR020013","TIGR03506"
"27871","IPR020014","TIGR03507"
"27872","IPR020015","TIGR03508"
"27873","IPR020016","PF11854"
"27874","IPR020016","TIGR03509"
"27875","IPR020017","TIGR03510"
"27876","IPR020018","PF14109"
"27877","IPR020018","TIGR03511"
"27878","IPR020019","TIGR03570"
"27879","IPR020019","cd03360"
"27880","IPR020020","TIGR03571"
"27881","IPR020021","TIGR03572"
"27882","IPR020022","TIGR03573"
"27883","IPR020023","TIGR03590"
"27884","IPR020024","TIGR03574"
"27885","IPR020025","TIGR03589"
"27886","IPR020026","TIGR03588"
"27887","IPR020027","TIGR03587"
"27888","IPR020028","TIGR03575"
"27889","IPR020029","TIGR03487"
"27890","IPR020030","TIGR03586"
"27891","IPR020031","TIGR03488"
"27892","IPR020031","cd09716"
"27893","IPR020032","TIGR03489"
"27894","IPR020032","cd09717"
"27895","IPR020033","TIGR03576"
"27896","IPR020034","PF14272"
"27897","IPR020034","TIGR03577"
"27898","IPR020036","TIGR03585"
"27899","IPR020037","PF14189"
"27900","IPR020037","TIGR03578"
"27901","IPR020038","PF09221"
"27902","IPR020038","TIGR03651"
"27903","IPR020039","TIGR03584"
"27904","IPR020040","PF00347"
"27905","IPR020040","G3DSA:3.90.930.12"
"27906","IPR020040","SSF56053"
"27907","IPR020042","PF14188"
"27908","IPR020042","TIGR03580"
"27909","IPR020043","PTHR42717:SF1"
"27910","IPR020043","PIRSF039004"
"27911","IPR020043","TIGR03583"
"27912","IPR020044","TIGR03582"
"27913","IPR020045","PF01367"
"27914","IPR020045","PF09293"
"27915","IPR020045","SSF47807"
"27916","IPR020046","PF02739"
"27917","IPR020048","TIGR03567"
"27918","IPR020049","PF09950"
"27919","IPR020049","PIRSF029202"
"27920","IPR020050","TIGR00423"
"27921","IPR020050","SFLDG01389"
"27922","IPR020051","TIGR03605"
"27923","IPR020052","PS01144"
"27924","IPR020053","PS01319"
"27925","IPR020054","PS00999"
"27926","IPR020055","MF_01336"
"27927","IPR020056","G3DSA:2.40.240.10"
"27928","IPR020057","PF14693"
"27929","IPR020057","G3DSA:2.170.120.20"
"27930","IPR020058","PF00749"
"27931","IPR020059","PF03950"
"27932","IPR020061","G3DSA:1.10.1160.10"
"27933","IPR020062","PS00541"
"27934","IPR020063","PF02918"
"27935","IPR020063","PD037992"
"27936","IPR020064","PTHR19241:SF393"
"27937","IPR020065","PD054381"
"27938","IPR020065","TIGR04361"
"27939","IPR020066","PF11057"
"27940","IPR020066","PD054489"
"27941","IPR020067","PF01392"
"27942","IPR020067","PS50038"
"27943","IPR020067","SM00063"
"27944","IPR020067","G3DSA:1.10.2000.10"
"27945","IPR020067","SSF63501"
"27946","IPR020069","PF03948"
"27947","IPR020069","G3DSA:3.10.430.100"
"27948","IPR020069","SSF55653"
"27949","IPR020070","PF01281"
"27950","IPR020070","PS00651"
"27951","IPR020070","G3DSA:3.40.5.10"
"27952","IPR020073","PD054524"
"27953","IPR020074","PD054636"
"27954","IPR020075","PF10967"
"27955","IPR020075","PD054827"
"27956","IPR020076","PF10966"
"27957","IPR020076","PD054986"
"27958","IPR020077","PD054991"
"27959","IPR020079","PS00834"
"27960","IPR020079","PS00835"
"27961","IPR020080","SSF69917"
"27962","IPR020081","PS01317"
"27963","IPR020082","PS00738"
"27964","IPR020082","PS00739"
"27965","IPR020083","PS00051"
"27966","IPR020084","PS00893"
"27967","IPR020085","PF11087"
"27968","IPR020085","PD055250"
"27969","IPR020086","PD054650"
"27970","IPR020087","PD055252"
"27971","IPR020088","PD055258"
"27972","IPR020089","PF05196"
"27973","IPR020089","PD005592"
"27974","IPR020089","G3DSA:2.20.60.10"
"27975","IPR020090","PF01091"
"27976","IPR020091","SSF57288"
"27977","IPR020092","PS00619"
"27978","IPR020092","PS00620"
"27979","IPR020093","PD055259"
"27980","IPR020095","G3DSA:3.30.70.660"
"27981","IPR020096","PD055751"
"27982","IPR020097","PF01416"
"27983","IPR020098","PD055757"
"27984","IPR020099","PD055765"
"27985","IPR020100","PF11034"
"27986","IPR020100","PD055894"
"27987","IPR020101","PF10890"
"27988","IPR020101","PD056240"
"27989","IPR020102","PD056256"
"27990","IPR020103","SSF55120"
"27991","IPR020104","PD056262"
"27992","IPR020105","PF10837"
"27993","IPR020105","PD056390"
"27994","IPR020107","PD056718"
"27995","IPR020108","PF11122"
"27996","IPR020108","PD057197"
"27997","IPR020109","PF16945"
"27998","IPR020109","PD057201"
"27999","IPR020110","PD057354"
"28000","IPR020111","PD057355"
"28001","IPR020112","PF11097"
"28002","IPR020112","PD057359"
"28003","IPR020113","PD057373"
"28004","IPR020114","PD057771"
"28005","IPR020115","PF10955"
"28006","IPR020115","PD057826"
"28007","IPR020117","PF10829"
"28008","IPR020117","PD057831"
"28009","IPR020119","PS01268"
"28010","IPR020120","PD028438"
"28011","IPR020121","PF10911"
"28012","IPR020121","PD028448"
"28013","IPR020122","PF10891"
"28014","IPR020122","PD028504"
"28015","IPR020123","PD028505"
"28016","IPR020124","PD028529"
"28017","IPR020125","PD057836"
"28018","IPR020126","PF10809"
"28019","IPR020126","PD057914"
"28020","IPR020127","PF11480"
"28021","IPR020127","PD028560"
"28022","IPR020128","PD058010"
"28023","IPR020130","PD028580"
"28024","IPR020131","PD028581"
"28025","IPR020132","PD031371"
"28026","IPR020133","PTHR15426"
"28027","IPR020133","PF15343"
"28028","IPR020133","PD209750"
"28029","IPR020134","PD028585"
"28030","IPR020135","PD209763"
"28031","IPR020136","PD028710"
"28032","IPR020137","PD058023"
"28033","IPR020138","PF11118"
"28034","IPR020138","PD058321"
"28035","IPR020139","PF10842"
"28036","IPR020139","PD058323"
"28037","IPR020140","PF10830"
"28038","IPR020140","PD058325"
"28039","IPR020141","PD058330"
"28040","IPR020142","PD058587"
"28041","IPR020143","PD085709"
"28042","IPR020144","PF13782"
"28043","IPR020144","PD086170"
"28044","IPR020145","PD086639"
"28045","IPR020146","PD028730"
"28046","IPR020147","PF10922"
"28047","IPR020147","PD028750"
"28048","IPR020148","PD028751"
"28049","IPR020149","PD028757"
"28050","IPR020150","PF11100"
"28051","IPR020150","PD028820"
"28052","IPR020151","PD028890"
"28053","IPR020152","PD058588"
"28054","IPR020153","PD058601"
"28055","IPR020155","PF10808"
"28056","IPR020155","PD058881"
"28057","IPR020156","PD058950"
"28058","IPR020157","PF10827"
"28059","IPR020157","PD058987"
"28060","IPR020158","PF10956"
"28061","IPR020158","PD059127"
"28062","IPR020159","PD059528"
"28063","IPR020160","PD030868"
"28064","IPR020161","PD078988"
"28065","IPR020162","PF15677"
"28066","IPR020162","PD079544"
"28067","IPR020163","PD069254"
"28068","IPR020164","PF14138"
"28069","IPR020164","PD076120"
"28070","IPR020165","PD751135"
"28071","IPR020167","PD065399"
"28072","IPR020168","PD210175"
"28073","IPR020169","PF11511"
"28074","IPR020169","PD060079"
"28075","IPR020170","PD019475"
"28076","IPR020171","PD210227"
"28077","IPR020172","PD027415"
"28078","IPR020173","PD210561"
"28079","IPR020174","PD210802"
"28080","IPR020175","PF11108"
"28081","IPR020175","PD009419"
"28082","IPR020176","PD027947"
"28083","IPR020177","PD025160"
"28084","IPR020178","PD114219"
"28085","IPR020179","PD214418"
"28086","IPR020180","PD214932"
"28087","IPR020181","PD031252"
"28088","IPR020181","cd12800"
"28089","IPR020182","PD215945"
"28090","IPR020183","PF10871"
"28091","IPR020183","PD216750"
"28092","IPR020184","PF15034"
"28093","IPR020184","PD061258"
"28094","IPR020185","PD062384"
"28095","IPR020186","PF15163"
"28096","IPR020186","PD062760"
"28097","IPR020187","PD067130"
"28098","IPR020188","PD070767"
"28099","IPR020189","PF01287"
"28100","IPR020189","SM01376"
"28101","IPR020190","PD052247"
"28102","IPR020191","PD032890"
"28103","IPR020192","PD059781"
"28104","IPR020193","PD035357"
"28105","IPR020194","PD049440"
"28106","IPR020195","PD072365"
"28107","IPR020196","PF11036"
"28108","IPR020196","PD050163"
"28109","IPR020197","PD074036"
"28110","IPR020198","PD079989"
"28111","IPR020199","PD256538"
"28112","IPR020201","PF11077"
"28113","IPR020201","PD264505"
"28114","IPR020202","PD265875"
"28115","IPR020203","PF11084"
"28116","IPR020203","PD086666"
"28117","IPR020204","PD086672"
"28118","IPR020205","PD087515"
"28119","IPR020206","PF10952"
"28120","IPR020206","PD087558"
"28121","IPR020207","PF15152"
"28122","IPR020207","PD088121"
"28123","IPR020208","PF10916"
"28124","IPR020208","PD088182"
"28125","IPR020209","PD089226"
"28126","IPR020210","PF10864"
"28127","IPR020210","PD089241"
"28128","IPR020211","PD090607"
"28129","IPR020212","PD090911"
"28130","IPR020213","PD091271"
"28131","IPR020214","PD091273"
"28132","IPR020215","PD091538"
"28133","IPR020216","PF10903"
"28134","IPR020216","PD091678"
"28135","IPR020217","PD091785"
"28136","IPR020218","PD092006"
"28137","IPR020219","PD092041"
"28138","IPR020220","PD092055"
"28139","IPR020221","PD092467"
"28140","IPR020222","PD092472"
"28141","IPR020223","PD093362"
"28142","IPR020224","PD093696"
"28143","IPR020226","PD093918"
"28144","IPR020227","PD094182"
"28145","IPR020228","PD114157"
"28146","IPR020229","PD094668"
"28147","IPR020230","PD095149"
"28148","IPR020231","PD095266"
"28149","IPR020232","PD095314"
"28150","IPR020233","PF16818"
"28151","IPR020233","PD095317"
"28152","IPR020234","PF16984"
"28153","IPR020234","PD037435"
"28154","IPR020235","PD033474"
"28155","IPR020236","MF_01435"
"28156","IPR020237","PD029982"
"28157","IPR020238","PD029947"
"28158","IPR020239","PD266810"
"28159","IPR020240","PF10807"
"28160","IPR020240","PD082838"
"28161","IPR020240","MF_01372"
"28162","IPR020241","PD085500"
"28163","IPR020242","PD267162"
"28164","IPR020243","PD048351"
"28165","IPR020244","PD035122"
"28166","IPR020245","PD042229"
"28167","IPR020246","PD267558"
"28168","IPR020247","PD272324"
"28169","IPR020248","PD059790"
"28170","IPR020249","PD059791"
"28171","IPR020250","PD275078"
"28172","IPR020251","PF10820"
"28173","IPR020251","PD059807"
"28174","IPR020252","PD059812"
"28175","IPR020253","PF11030"
"28176","IPR020253","PD052850"
"28177","IPR020254","PF11117"
"28178","IPR020254","PD059814"
"28179","IPR020255","PD059965"
"28180","IPR020256","PF11007"
"28181","IPR020256","PD059966"
"28182","IPR020257","PD275198"
"28183","IPR020258","PF10852"
"28184","IPR020258","PD060054"
"28185","IPR020259","PD276036"
"28186","IPR020260","PF14166"
"28187","IPR020260","PD060056"
"28188","IPR020261","PD060127"
"28189","IPR020262","PF10964"
"28190","IPR020262","PD060536"
"28191","IPR020263","PF10885"
"28192","IPR020263","PD060540"
"28193","IPR020264","PD277113"
"28194","IPR020265","PD280341"
"28195","IPR020266","PF17112"
"28196","IPR020266","PD052893"
"28197","IPR020267","PD282039"
"28198","IPR020268","PD283155"
"28199","IPR020269","PF10805"
"28200","IPR020269","PD283729"
"28201","IPR020270","PD284279"
"28202","IPR020271","PF10884"
"28203","IPR020271","PD060824"
"28204","IPR020272","PD060842"
"28205","IPR020274","PF10883"
"28206","IPR020274","PD060859"
"28207","IPR020275","PD286107"
"28208","IPR020276","PD060861"
"28209","IPR020277","PF11116"
"28210","IPR020277","PD060869"
"28211","IPR020278","PD061343"
"28212","IPR020279","PD061381"
"28213","IPR020280","PD061631"
"28214","IPR020282","PF15063"
"28215","IPR020282","PD287216"
"28216","IPR020284","PD029230"
"28217","IPR020285","PD030041"
"28218","IPR020286","PD031543"
"28219","IPR020287","PD032508"
"28220","IPR020288","PF10934"
"28221","IPR020288","PD033094"
"28222","IPR020289","PD034138"
"28223","IPR020290","PD038511"
"28224","IPR020291","PD038622"
"28225","IPR020292","PD039347"
"28226","IPR020293","PD049896"
"28227","IPR020294","PD061703"
"28228","IPR020295","PF10930"
"28229","IPR020295","PD051924"
"28230","IPR020296","PF10957"
"28231","IPR020296","PD052690"
"28232","IPR020297","PD052744"
"28233","IPR020298","PD053213"
"28234","IPR020299","PD061728"
"28235","IPR020300","PF10841"
"28236","IPR020300","PD062017"
"28237","IPR020301","PF10906"
"28238","IPR020301","PD062020"
"28239","IPR020302","PD062295"
"28240","IPR020303","PD062352"
"28241","IPR020304","PD062355"
"28242","IPR020306","PF11642"
"28243","IPR020306","PD081736"
"28244","IPR020307","PD288183"
"28245","IPR020308","PD062377"
"28246","IPR020309","PF11027"
"28247","IPR020309","PD288703"
"28248","IPR020310","PD288743"
"28249","IPR020311","PF10944"
"28250","IPR020311","PD062385"
"28251","IPR020312","PD062782"
"28252","IPR020313","PF11126"
"28253","IPR020313","PD062891"
"28254","IPR020314","PF10819"
"28255","IPR020314","PD062992"
"28256","IPR020315","PD063106"
"28257","IPR020316","PD063434"
"28258","IPR020317","PF11656"
"28259","IPR020317","PD063639"
"28260","IPR020318","PD063974"
"28261","IPR020320","PD064576"
"28262","IPR020321","PD064583"
"28263","IPR020322","PD064925"
"28264","IPR020323","PF10898"
"28265","IPR020323","PD095338"
"28266","IPR020324","PD095699"
"28267","IPR020325","PF10847"
"28268","IPR020325","PD085502"
"28269","IPR020326","PD085159"
"28270","IPR020327","PD085044"
"28271","IPR020328","PD084940"
"28272","IPR020329","PTHR15001:SF35"
"28273","IPR020329","PD289049"
"28274","IPR020330","PD289296"
"28275","IPR020331","PD293760"
"28276","IPR020332","PD084423"
"28277","IPR020333","PD294982"
"28278","IPR020334","PD295888"
"28279","IPR020335","PF11090"
"28280","IPR020335","PD084413"
"28281","IPR020336","PD082852"
"28282","IPR020337","PD082765"
"28283","IPR020338","PF11095"
"28284","IPR020338","PD296126"
"28285","IPR020338","cd11677"
"28286","IPR020339","PF14945"
"28287","IPR020339","PD297655"
"28288","IPR020340","PD082580"
"28289","IPR020341","PD095888"
"28290","IPR020342","PF11053"
"28291","IPR020342","PD096257"
"28292","IPR020343","PD096294"
"28293","IPR020344","PD096295"
"28294","IPR020345","PD096809"
"28295","IPR020346","PD082534"
"28296","IPR020347","PD082524"
"28297","IPR020348","PD082409"
"28298","IPR020349","PD082112"
"28299","IPR020350","PF12020"
"28300","IPR020350","PD298472"
"28301","IPR020351","PF10876"
"28302","IPR020351","PD298513"
"28303","IPR020352","PD299256"
"28304","IPR020353","PF13957"
"28305","IPR020353","PD082093"
"28306","IPR020354","PF11033"
"28307","IPR020354","PD081734"
"28308","IPR020355","PD081567"
"28309","IPR020356","PF10918"
"28310","IPR020356","PD081560"
"28311","IPR020357","PF07180"
"28312","IPR020357","PD081346"
"28313","IPR020358","PD080812"
"28314","IPR020359","PF10799"
"28315","IPR020359","PD079626"
"28316","IPR020360","PD079309"
"28317","IPR020361","PD097040"
"28318","IPR020362","PF11650"
"28319","IPR020362","PD097046"
"28320","IPR020363","PF13985"
"28321","IPR020363","PD079292"
"28322","IPR020364","PD097050"
"28323","IPR020365","PD097062"
"28324","IPR020366","PD079054"
"28325","IPR020367","PD097382"
"28326","IPR020368","PF11045"
"28327","IPR020368","PD079046"
"28328","IPR020369","PD078829"
"28329","IPR020370","PD078596"
"28330","IPR020371","PF10848"
"28331","IPR020371","PD078424"
"28332","IPR020372","PF14173"
"28333","IPR020372","PD078266"
"28334","IPR020373","PF10937"
"28335","IPR020373","PD078011"
"28336","IPR020374","PD097636"
"28337","IPR020375","PD077269"
"28338","IPR020376","PD077213"
"28339","IPR020377","PD076648"
"28340","IPR020378","PF13811"
"28341","IPR020378","PD076485"
"28342","IPR020379","PD076434"
"28343","IPR020380","PD076426"
"28344","IPR020382","PD299589"
"28345","IPR020383","PD064148"
"28346","IPR020384","PD037532"
"28347","IPR020385","PD097917"
"28348","IPR020386","PF10836"
"28349","IPR020386","PD064930"
"28350","IPR020387","PF10860"
"28351","IPR020387","PD189246"
"28352","IPR020388","PD097920"
"28353","IPR020389","PD098443"
"28354","IPR020390","PF10942"
"28355","IPR020390","PD064940"
"28356","IPR020391","PD065237"
"28357","IPR020392","PS00265"
"28358","IPR020393","PF10835"
"28359","IPR020393","PD065427"
"28360","IPR020394","PD098445"
"28361","IPR020396","PS00542"
"28362","IPR020397","PD304634"
"28363","IPR020398","PD098462"
"28364","IPR020399","PTHR15951"
"28365","IPR020399","PD306446"
"28366","IPR020400","PD001670"
"28367","IPR020401","PD098974"
"28368","IPR020402","PD306514"
"28369","IPR020403","PF15981"
"28370","IPR020403","PD002371"
"28371","IPR020404","PF10897"
"28372","IPR020404","PD116985"
"28373","IPR020405","PR01909"
"28374","IPR020406","PR01954"
"28375","IPR020408","PTHR11589"
"28376","IPR020408","PIRSF001789"
"28377","IPR020410","PR01949"
"28378","IPR020411","PR01919"
"28379","IPR020412","PR01943"
"28380","IPR020413","PTHR23097:SF156"
"28381","IPR020413","PR01924"
"28382","IPR020415","PF15036"
"28383","IPR020415","PR01938"
"28384","IPR020416","PR01923"
"28385","IPR020417","PR01908"
"28386","IPR020419","PR01918"
"28387","IPR020420","PR01910"
"28388","IPR020421","PR01934"
"28389","IPR020422","PS50054"
"28390","IPR020422","SM00195"
"28391","IPR020422","cd00127"
"28392","IPR020423","PS00520"
"28393","IPR020425","PR01913"
"28394","IPR020427","PR01945"
"28395","IPR020428","PR01911"
"28396","IPR020430","PTHR11589:SF15"
"28397","IPR020430","PR01912"
"28398","IPR020431","PR01916"
"28399","IPR020432","PR01915"
"28400","IPR020433","PR01917"
"28401","IPR020435","PR01922"
"28402","IPR020436","PR00022"
"28403","IPR020437","PR01925"
"28404","IPR020438","PF07400"
"28405","IPR020438","PR01927"
"28406","IPR020439","PR01930"
"28407","IPR020440","PR01932"
"28408","IPR020442","PR01935"
"28409","IPR020443","PF00726"
"28410","IPR020443","SM00188"
"28411","IPR020444","PR01937"
"28412","IPR020445","PR01921"
"28413","IPR020446","PR01942"
"28414","IPR020447","PTHR16926:SF2"
"28415","IPR020447","PR01926"
"28416","IPR020447","PD033324"
"28417","IPR020448","PR00054"
"28418","IPR020449","PR00032"
"28419","IPR020450","PR01931"
"28420","IPR020451","PR01948"
"28421","IPR020452","PR01953"
"28422","IPR020453","PF14565"
"28423","IPR020453","PIRSF037726"
"28424","IPR020453","PR01936"
"28425","IPR020454","PR00008"
"28426","IPR020455","PR01941"
"28427","IPR020456","PR00112"
"28428","IPR020457","PR01406"
"28429","IPR020458","PS01102"
"28430","IPR020459","PR00154"
"28431","IPR020460","PR00618"
"28432","IPR020461","PR01940"
"28433","IPR020462","PR01946"
"28434","IPR020464","PR01951"
"28435","IPR020464","cd04794"
"28436","IPR020465","PIRSF037867"
"28437","IPR020465","PR01956"
"28438","IPR020466","PR01947"
"28439","IPR020467","PR01511"
"28440","IPR020468","PR01952"
"28441","IPR020469","PR01957"
"28442","IPR020470","PTHR10078:SF38"
"28443","IPR020470","PF03487"
"28444","IPR020470","PR01929"
"28445","IPR020471","PTHR11732"
"28446","IPR020471","PIRSF000097"
"28447","IPR020471","PR00069"
"28448","IPR020472","PR00320"
"28449","IPR020475","PR00365"
"28450","IPR020476","PR00502"
"28451","IPR020479","PR00024"
"28452","IPR020481","PF12690"
"28453","IPR020481","PD076312"
"28454","IPR020482","PD076125"
"28455","IPR020483","PF11756"
"28456","IPR020483","PD075772"
"28457","IPR020484","PD074737"
"28458","IPR020485","PD074056"
"28459","IPR020486","PD074023"
"28460","IPR020487","PD074011"
"28461","IPR020488","PD073895"
"28462","IPR020489","PF13989"
"28463","IPR020489","PD073777"
"28464","IPR020490","PF10953"
"28465","IPR020490","PD073772"
"28466","IPR020491","PD073250"
"28467","IPR020492","PD065621"
"28468","IPR020493","PD065628"
"28469","IPR020495","PD065768"
"28470","IPR020496","PD065873"
"28471","IPR020497","PD066016"
"28472","IPR020498","PD066017"
"28473","IPR020499","PD066031"
"28474","IPR020500","PF11043"
"28475","IPR020500","PD066202"
"28476","IPR020501","PF10826"
"28477","IPR020501","PD066267"
"28478","IPR020502","PD066315"
"28479","IPR020503","PF10851"
"28480","IPR020503","PD066345"
"28481","IPR020504","PD066849"
"28482","IPR020505","PD066852"
"28483","IPR020506","PD067165"
"28484","IPR020507","PD067720"
"28485","IPR020508","PF10818"
"28486","IPR020508","PD067723"
"28487","IPR020509","PD068105"
"28488","IPR020510","PD068114"
"28489","IPR020510","TIGR03932"
"28490","IPR020511","PD068240"
"28491","IPR020512","PD068622"
"28492","IPR020513","PF10954"
"28493","IPR020513","PD068630"
"28494","IPR020514","PD068652"
"28495","IPR020515","PD068654"
"28496","IPR020516","PF10850"
"28497","IPR020516","PD068665"
"28498","IPR020517","PD069248"
"28499","IPR020518","PF11112"
"28500","IPR020518","PD069311"
"28501","IPR020519","PD307452"
"28502","IPR020520","PTHR15001:SF47"
"28503","IPR020520","PD307569"
"28504","IPR020521","PD309264"
"28505","IPR020522","PD310412"
"28506","IPR020523","PD313455"
"28507","IPR020525","PD315620"
"28508","IPR020526","PD069352"
"28509","IPR020527","PD069353"
"28510","IPR020528","PD069398"
