GeneID	asexual1	asexual2	asexual3	female1	female2	female3	male1	male2	male3
PBANKA_0000101	0	0.0634999798591716	0	0	0	0	0	0	0
PBANKA_0000201	0	0	0	0	0	0	0	0	0
PBANKA_0000301	1.34990386171229	1.10573324001878	1.36904447138621	0	0	0.105677901877902	5.74302988968284	10.1923789829255	11.1048334385076
PBANKA_0000401	0	0	0	0	0	0	0	0	0
PBANKA_0000600	2.94087758161455	2.34407576896508	5.04743797991498	0	0.400594022528802	0.292212561420392	0.10379211090837	1.43679045574672	0.54443701457058
PBANKA_0000701	0	0	0	0	0	0	0	0	0
PBANKA_0000801	0	0	0	0	0	0	0	0	0
PBANKA_0000901	0	0	0	0	0	0	0	0	0
PBANKA_0001001	8.76470636823608	15.7077783511638	13.5206970281422	3.18207907461979	5.28723413673999	4.56176276439612	56.3867941194873	53.5494147270132	81.6856798570347
PBANKA_0001101	4.22446898955877	2.08444712366831	4.76891044898217	0.961937628320272	1.42489772570371	2.5118567120409	1.56903453737116	2.45702360068663	1.54923342880337
PBANKA_0001200	0	0	0	0	0	0	0	0	0
PBANKA_0001201	3.4165319236171	2.05226970737036	4.13872103089798	0.270037569335984	1.37500309850073	0.624084808158427	1.0450208951719	1.92208074247851	2.09297903777263
PBANKA_0001301	0.398546708673107	0.897758335940013	1.01891528186502	0	0.176437179201557	0.171602361043114	0.274284481177919	0.38942668730632	0.287749469142946
PBANKA_0001401	3.01317156121434	1.40127172680056	3.61450069407775	0.338028680065839	0.688482693153476	0.920722759786373	0.267574157479377	1.23467314392914	0.561419453557185
PBANKA_0001501	0	0	0	0	0	0	0	0	0
PBANKA_0001601	0.0974972393149702	0	0	0	0	0	0	0	0
PBANKA_0006300	5.87856395292833	3.14215417579005	5.83560570522694	0	0.264655768802335	0.343204722086229	0.548568962355839	0.77885337461264	0.767331917714523
PBANKA_0006401	0	0	0	0	0	0	0	0	0
PBANKA_0006501	0	0	0	0	0	0	0	0	0
PBANKA_0006600	0	0	0	0	0	0	0	0	0
PBANKA_0006701	0	0	0	0	0	0	0	0	0
PBANKA_0006800	0	0	0	0	0	0	0	0	0
PBANKA_0006900	0	0	0	0	0	0	0	0	0
PBANKA_0007000	0	0	0	0	0	0	0	0	0
PBANKA_0007100	0	0	0	0	0	0	0	0	0
PBANKA_0007200	0	0	0	0	0	0	0	0	0
PBANKA_0007300	0	0	0	0	0	0	0	0	0
PBANKA_0007401	0	0	0	0	0	0	0	0	0
PBANKA_0007501	0	0	0	0	0	0	0	0	0
PBANKA_0007601	0	0	0	0	0	0	0	0	0
PBANKA_0007701	0	0.471415488337225	0.364796829309699	0	0.0579047944087414	0	0	0	0.0629575313145403
PBANKA_0007801	0.131884232434358	0.594159562582706	0.367824188889032	0	0	0	0	0	0.25392000181632
PBANKA_0007901	8.67725429903235	5.27088789873983	11.6018819824631	0.678131155714904	1.98545948435862	2.51876471653773	0.447324895172578	3.33431669001155	3.00342186197463
PBANKA_0008001	0	0	0	0	0	0	0	0	0
PBANKA_0008101	20.8613907230224	9.75304644214707	9.7885266861522	0	1.1326392912521	1.18634078083367	0.993255154234591	4.2306447237086	3.59968943751372
PBANKA_0008201	2.58485150738063	1.20764720732172	1.51302781313089	0.166468943345677	0	0.247324487226296	0.175696284128025	0.561267077939982	0.184321447101606
PBANKA_0008301	0	0	0	0	0	0	0	0	0
PBANKA_0008401	0	0	0	0	0	0	0	0	0
PBANKA_0008501	0	0	0	0	0	0	0	0	0
PBANKA_0008601	0	0	0	0	0	0	0	0	0
PBANKA_0008701	0	0	0	0	0	0	0	0	0
PBANKA_0008801	0	0	0	0	0	0	0	0	0
PBANKA_0008901	0	0.130769364915463	0	0	0	0	0	0	0
PBANKA_0009101	0	0	0	0	0	0	0	0	0
